#                             P           Q            P           Q
#                R                 5p                       6s 
   621      8.7991E-06   3.3083E-08 -3.5455E-10   9.4636E-05 -1.6914E-06
   622      8.8875E-06   3.3751E-08 -3.6532E-10   9.5586E-05 -1.7255E-06
   623      8.9768E-06   3.4432E-08 -3.7642E-10   9.6546E-05 -1.7602E-06
   624      9.0671E-06   3.5128E-08 -3.8786E-10   9.7515E-05 -1.7957E-06
   625      9.1582E-06   3.5837E-08 -3.9964E-10   9.8494E-05 -1.8318E-06
   626      9.2502E-06   3.6561E-08 -4.1178E-10   9.9483E-05 -1.8687E-06
   627      9.3432E-06   3.7299E-08 -4.2429E-10   1.0048E-04 -1.9064E-06
   628      9.4371E-06   3.8052E-08 -4.3717E-10   1.0149E-04 -1.9447E-06
   629      9.5319E-06   3.8821E-08 -4.5045E-10   1.0251E-04 -1.9839E-06
   630      9.6277E-06   3.9605E-08 -4.6413E-10   1.0354E-04 -2.0238E-06
   631      9.7245E-06   4.0405E-08 -4.7823E-10   1.0458E-04 -2.0645E-06
   632      9.8222E-06   4.1220E-08 -4.9275E-10   1.0563E-04 -2.1061E-06
   633      9.9209E-06   4.2053E-08 -5.0771E-10   1.0669E-04 -2.1485E-06
   634      1.0021E-05   4.2902E-08 -5.2313E-10   1.0776E-04 -2.1917E-06
   635      1.0121E-05   4.3768E-08 -5.3901E-10   1.0884E-04 -2.2358E-06
   636      1.0223E-05   4.4652E-08 -5.5537E-10   1.0993E-04 -2.2808E-06
   637      1.0326E-05   4.5554E-08 -5.7223E-10   1.1104E-04 -2.3267E-06
   638      1.0430E-05   4.6474E-08 -5.8961E-10   1.1215E-04 -2.3735E-06
   639      1.0534E-05   4.7412E-08 -6.0750E-10   1.1328E-04 -2.4212E-06
   640      1.0640E-05   4.8370E-08 -6.2594E-10   1.1441E-04 -2.4699E-06
   641      1.0747E-05   4.9346E-08 -6.4494E-10   1.1556E-04 -2.5196E-06
   642      1.0855E-05   5.0343E-08 -6.6451E-10   1.1672E-04 -2.5703E-06
   643      1.0964E-05   5.1359E-08 -6.8468E-10   1.1789E-04 -2.6219E-06
   644      1.1075E-05   5.2396E-08 -7.0545E-10   1.1907E-04 -2.6746E-06
   645      1.1186E-05   5.3454E-08 -7.2686E-10   1.2027E-04 -2.7284E-06
   646      1.1298E-05   5.4533E-08 -7.4891E-10   1.2148E-04 -2.7833E-06
   647      1.1412E-05   5.5635E-08 -7.7163E-10   1.2270E-04 -2.8392E-06
   648      1.1526E-05   5.6758E-08 -7.9503E-10   1.2393E-04 -2.8963E-06
   649      1.1642E-05   5.7904E-08 -8.1915E-10   1.2517E-04 -2.9545E-06
   650      1.1759E-05   5.9073E-08 -8.4399E-10   1.2643E-04 -3.0138E-06
   651      1.1878E-05   6.0266E-08 -8.6959E-10   1.2769E-04 -3.0744E-06
   652      1.1997E-05   6.1482E-08 -8.9596E-10   1.2897E-04 -3.1361E-06
   653      1.2117E-05   6.2724E-08 -9.2312E-10   1.3027E-04 -3.1991E-06
   654      1.2239E-05   6.3990E-08 -9.5111E-10   1.3157E-04 -3.2634E-06
   655      1.2362E-05   6.5282E-08 -9.7995E-10   1.3289E-04 -3.3289E-06
   656      1.2487E-05   6.6600E-08 -1.0097E-09   1.3423E-04 -3.3958E-06
   657      1.2612E-05   6.7945E-08 -1.0403E-09   1.3557E-04 -3.4639E-06
   658      1.2739E-05   6.9316E-08 -1.0718E-09   1.3693E-04 -3.5335E-06
   659      1.2867E-05   7.0716E-08 -1.1043E-09   1.3831E-04 -3.6044E-06
   660      1.2996E-05   7.2143E-08 -1.1377E-09   1.3969E-04 -3.6767E-06
   661      1.3127E-05   7.3600E-08 -1.1722E-09   1.4109E-04 -3.7505E-06
   662      1.3259E-05   7.5086E-08 -1.2077E-09   1.4251E-04 -3.8258E-06
   663      1.3392E-05   7.6601E-08 -1.2443E-09   1.4394E-04 -3.9025E-06
   664      1.3526E-05   7.8148E-08 -1.2820E-09   1.4538E-04 -3.9808E-06
   665      1.3662E-05   7.9725E-08 -1.3208E-09   1.4684E-04 -4.0606E-06
   666      1.3800E-05   8.1335E-08 -1.3608E-09   1.4831E-04 -4.1420E-06
   667      1.3938E-05   8.2977E-08 -1.4020E-09   1.4980E-04 -4.2251E-06
   668      1.4078E-05   8.4652E-08 -1.4445E-09   1.5130E-04 -4.3098E-06
   669      1.4220E-05   8.6360E-08 -1.4882E-09   1.5282E-04 -4.3962E-06
   670      1.4363E-05   8.8104E-08 -1.5332E-09   1.5435E-04 -4.4843E-06
   671      1.4507E-05   8.9882E-08 -1.5796E-09   1.5590E-04 -4.5741E-06
   672      1.4653E-05   9.1696E-08 -1.6274E-09   1.5746E-04 -4.6658E-06
   673      1.4800E-05   9.3547E-08 -1.6767E-09   1.5904E-04 -4.7592E-06
   674      1.4949E-05   9.5435E-08 -1.7274E-09   1.6063E-04 -4.8545E-06
   675      1.5099E-05   9.7361E-08 -1.7796E-09   1.6224E-04 -4.9517E-06
   676      1.5251E-05   9.9327E-08 -1.8335E-09   1.6387E-04 -5.0509E-06
   677      1.5404E-05   1.0133E-07 -1.8889E-09   1.6551E-04 -5.1520E-06
   678      1.5559E-05   1.0338E-07 -1.9460E-09   1.6717E-04 -5.2551E-06
   679      1.5716E-05   1.0546E-07 -2.0049E-09   1.6884E-04 -5.3602E-06
   680      1.5873E-05   1.0759E-07 -2.0655E-09   1.7053E-04 -5.4674E-06
   681      1.6033E-05   1.0976E-07 -2.1279E-09   1.7224E-04 -5.5768E-06
   682      1.6194E-05   1.1198E-07 -2.1922E-09   1.7397E-04 -5.6883E-06
   683      1.6357E-05   1.1424E-07 -2.2584E-09   1.7571E-04 -5.8020E-06
   684      1.6521E-05   1.1654E-07 -2.3267E-09   1.7747E-04 -5.9180E-06
   685      1.6687E-05   1.1889E-07 -2.3969E-09   1.7925E-04 -6.0363E-06
   686      1.6855E-05   1.2129E-07 -2.4693E-09   1.8104E-04 -6.1569E-06
   687      1.7024E-05   1.2374E-07 -2.5439E-09   1.8285E-04 -6.2799E-06
   688      1.7196E-05   1.2624E-07 -2.6207E-09   1.8468E-04 -6.4053E-06
   689      1.7368E-05   1.2879E-07 -2.6998E-09   1.8653E-04 -6.5332E-06
   690      1.7543E-05   1.3138E-07 -2.7812E-09   1.8840E-04 -6.6636E-06
   691      1.7719E-05   1.3404E-07 -2.8652E-09   1.9029E-04 -6.7966E-06
   692      1.7897E-05   1.3674E-07 -2.9516E-09   1.9219E-04 -6.9322E-06
   693      1.8077E-05   1.3950E-07 -3.0406E-09   1.9411E-04 -7.0705E-06
   694      1.8259E-05   1.4231E-07 -3.1323E-09   1.9606E-04 -7.2115E-06
   695      1.8442E-05   1.4518E-07 -3.2267E-09   1.9802E-04 -7.3552E-06
   696      1.8628E-05   1.4811E-07 -3.3240E-09   2.0000E-04 -7.5018E-06
   697      1.8815E-05   1.5110E-07 -3.4242E-09   2.0200E-04 -7.6513E-06
   698      1.9004E-05   1.5415E-07 -3.5274E-09   2.0402E-04 -7.8038E-06
   699      1.9195E-05   1.5726E-07 -3.6336E-09   2.0606E-04 -7.9592E-06
   700      1.9388E-05   1.6043E-07 -3.7431E-09   2.0813E-04 -8.1176E-06
   701      1.9583E-05   1.6367E-07 -3.8558E-09   2.1021E-04 -8.2792E-06
   702      1.9780E-05   1.6697E-07 -3.9718E-09   2.1231E-04 -8.4439E-06
   703      1.9978E-05   1.7034E-07 -4.0914E-09   2.1443E-04 -8.6119E-06
   704      2.0179E-05   1.7377E-07 -4.2145E-09   2.1658E-04 -8.7832E-06
   705      2.0382E-05   1.7728E-07 -4.3413E-09   2.1874E-04 -8.9578E-06
   706      2.0587E-05   1.8085E-07 -4.4718E-09   2.2093E-04 -9.1358E-06
   707      2.0794E-05   1.8450E-07 -4.6063E-09   2.2314E-04 -9.3173E-06
   708      2.1003E-05   1.8822E-07 -4.7448E-09   2.2537E-04 -9.5023E-06
   709      2.1214E-05   1.9202E-07 -4.8874E-09   2.2762E-04 -9.6910E-06
   710      2.1427E-05   1.9589E-07 -5.0342E-09   2.2989E-04 -9.8833E-06
   711      2.1642E-05   1.9984E-07 -5.1854E-09   2.3219E-04 -1.0079E-05
   712      2.1860E-05   2.0387E-07 -5.3411E-09   2.3451E-04 -1.0279E-05
   713      2.2079E-05   2.0798E-07 -5.5015E-09   2.3685E-04 -1.0483E-05
   714      2.2301E-05   2.1218E-07 -5.6666E-09   2.3922E-04 -1.0691E-05
   715      2.2526E-05   2.1645E-07 -5.8366E-09   2.4161E-04 -1.0903E-05
   716      2.2752E-05   2.2082E-07 -6.0116E-09   2.4402E-04 -1.1119E-05
   717      2.2981E-05   2.2527E-07 -6.1919E-09   2.4646E-04 -1.1339E-05
   718      2.3212E-05   2.2981E-07 -6.3775E-09   2.4892E-04 -1.1563E-05
   719      2.3445E-05   2.3445E-07 -6.5686E-09   2.5140E-04 -1.1792E-05
   720      2.3680E-05   2.3917E-07 -6.7654E-09   2.5391E-04 -1.2025E-05
   721      2.3918E-05   2.4399E-07 -6.9680E-09   2.5645E-04 -1.2262E-05
   722      2.4159E-05   2.4891E-07 -7.1766E-09   2.5900E-04 -1.2505E-05
   723      2.4402E-05   2.5393E-07 -7.3913E-09   2.6159E-04 -1.2751E-05
   724      2.4647E-05   2.5905E-07 -7.6124E-09   2.6420E-04 -1.3003E-05
   725      2.4895E-05   2.6427E-07 -7.8401E-09   2.6683E-04 -1.3260E-05
   726      2.5145E-05   2.6959E-07 -8.0745E-09   2.6949E-04 -1.3521E-05
   727      2.5397E-05   2.7503E-07 -8.3157E-09   2.7218E-04 -1.3787E-05
   728      2.5653E-05   2.8057E-07 -8.5642E-09   2.7489E-04 -1.4059E-05
   729      2.5911E-05   2.8622E-07 -8.8199E-09   2.7763E-04 -1.4336E-05
   730      2.6171E-05   2.9199E-07 -9.0831E-09   2.8040E-04 -1.4618E-05
   731      2.6434E-05   2.9787E-07 -9.3542E-09   2.8320E-04 -1.4905E-05
   732      2.6700E-05   3.0388E-07 -9.6331E-09   2.8602E-04 -1.5198E-05
   733      2.6968E-05   3.1000E-07 -9.9203E-09   2.8887E-04 -1.5497E-05
   734      2.7239E-05   3.1624E-07 -1.0216E-08   2.9174E-04 -1.5801E-05
   735      2.7513E-05   3.2262E-07 -1.0520E-08   2.9465E-04 -1.6111E-05
   736      2.7789E-05   3.2911E-07 -1.0834E-08   2.9758E-04 -1.6427E-05
   737      2.8069E-05   3.3574E-07 -1.1156E-08   3.0054E-04 -1.6749E-05
   738      2.8351E-05   3.4251E-07 -1.1488E-08   3.0354E-04 -1.7077E-05
   739      2.8636E-05   3.4941E-07 -1.1829E-08   3.0656E-04 -1.7412E-05
   740      2.8923E-05   3.5644E-07 -1.2181E-08   3.0961E-04 -1.7752E-05
   741      2.9214E-05   3.6362E-07 -1.2543E-08   3.1269E-04 -1.8100E-05
   742      2.9508E-05   3.7094E-07 -1.2915E-08   3.1580E-04 -1.8453E-05
   743      2.9804E-05   3.7841E-07 -1.3298E-08   3.1894E-04 -1.8814E-05
   744      3.0104E-05   3.8603E-07 -1.3693E-08   3.2211E-04 -1.9181E-05
   745      3.0406E-05   3.9381E-07 -1.4099E-08   3.2531E-04 -1.9555E-05
   746      3.0712E-05   4.0173E-07 -1.4517E-08   3.2854E-04 -1.9936E-05
   747      3.1021E-05   4.0982E-07 -1.4946E-08   3.3180E-04 -2.0324E-05
   748      3.1332E-05   4.1807E-07 -1.5389E-08   3.3510E-04 -2.0719E-05
   749      3.1647E-05   4.2649E-07 -1.5844E-08   3.3843E-04 -2.1122E-05
   750      3.1965E-05   4.3507E-07 -1.6312E-08   3.4179E-04 -2.1533E-05
   751      3.2286E-05   4.4383E-07 -1.6794E-08   3.4518E-04 -2.1951E-05
   752      3.2611E-05   4.5276E-07 -1.7290E-08   3.4861E-04 -2.2377E-05
   753      3.2939E-05   4.6187E-07 -1.7801E-08   3.5206E-04 -2.2810E-05
   754      3.3270E-05   4.7117E-07 -1.8326E-08   3.5556E-04 -2.3252E-05
   755      3.3604E-05   4.8065E-07 -1.8866E-08   3.5908E-04 -2.3702E-05
   756      3.3942E-05   4.9032E-07 -1.9421E-08   3.6264E-04 -2.4161E-05
   757      3.4283E-05   5.0018E-07 -1.9993E-08   3.6624E-04 -2.4627E-05
   758      3.4628E-05   5.1024E-07 -2.0581E-08   3.6987E-04 -2.5103E-05
   759      3.4976E-05   5.2051E-07 -2.1186E-08   3.7353E-04 -2.5587E-05
   760      3.5327E-05   5.3098E-07 -2.1809E-08   3.7723E-04 -2.6080E-05
   761      3.5682E-05   5.4166E-07 -2.2449E-08   3.8097E-04 -2.6582E-05
   762      3.6041E-05   5.5255E-07 -2.3107E-08   3.8474E-04 -2.7093E-05
   763      3.6403E-05   5.6366E-07 -2.3785E-08   3.8854E-04 -2.7614E-05
   764      3.6769E-05   5.7500E-07 -2.4482E-08   3.9239E-04 -2.8144E-05
   765      3.7138E-05   5.8656E-07 -2.5198E-08   3.9627E-04 -2.8684E-05
   766      3.7512E-05   5.9835E-07 -2.5935E-08   4.0019E-04 -2.9233E-05
   767      3.7889E-05   6.1038E-07 -2.6693E-08   4.0414E-04 -2.9793E-05
   768      3.8269E-05   6.2265E-07 -2.7473E-08   4.0814E-04 -3.0362E-05
   769      3.8654E-05   6.3516E-07 -2.8274E-08   4.1217E-04 -3.0942E-05
   770      3.9042E-05   6.4792E-07 -2.9098E-08   4.1624E-04 -3.1532E-05
   771      3.9435E-05   6.6094E-07 -2.9946E-08   4.2035E-04 -3.2133E-05
   772      3.9831E-05   6.7423E-07 -3.0818E-08   4.2450E-04 -3.2745E-05
   773      4.0231E-05   6.8777E-07 -3.1714E-08   4.2869E-04 -3.3367E-05
   774      4.0636E-05   7.0159E-07 -3.2635E-08   4.3292E-04 -3.4001E-05
   775      4.1044E-05   7.1568E-07 -3.3582E-08   4.3718E-04 -3.4646E-05
   776      4.1457E-05   7.3006E-07 -3.4556E-08   4.4149E-04 -3.5302E-05
   777      4.1873E-05   7.4472E-07 -3.5557E-08   4.4584E-04 -3.5970E-05
   778      4.2294E-05   7.5967E-07 -3.6587E-08   4.5024E-04 -3.6649E-05
   779      4.2719E-05   7.7493E-07 -3.7645E-08   4.5467E-04 -3.7341E-05
   780      4.3149E-05   7.9049E-07 -3.8732E-08   4.5914E-04 -3.8045E-05
   781      4.3582E-05   8.0636E-07 -3.9850E-08   4.6366E-04 -3.8761E-05
   782      4.4020E-05   8.2254E-07 -4.0999E-08   4.6822E-04 -3.9489E-05
   783      4.4463E-05   8.3905E-07 -4.2180E-08   4.7283E-04 -4.0231E-05
   784      4.4909E-05   8.5589E-07 -4.3393E-08   4.7747E-04 -4.0985E-05
   785      4.5361E-05   8.7307E-07 -4.4640E-08   4.8217E-04 -4.1752E-05
   786      4.5817E-05   8.9059E-07 -4.5921E-08   4.8690E-04 -4.2532E-05
   787      4.6277E-05   9.0845E-07 -4.7238E-08   4.9168E-04 -4.3326E-05
   788      4.6742E-05   9.2668E-07 -4.8591E-08   4.9651E-04 -4.4133E-05
   789      4.7212E-05   9.4526E-07 -4.9981E-08   5.0138E-04 -4.4954E-05
   790      4.7686E-05   9.6422E-07 -5.1409E-08   5.0629E-04 -4.5789E-05
   791      4.8166E-05   9.8356E-07 -5.2877E-08   5.1126E-04 -4.6638E-05
   792      4.8650E-05   1.0033E-06 -5.4384E-08   5.1626E-04 -4.7502E-05
   793      4.9139E-05   1.0234E-06 -5.5932E-08   5.2132E-04 -4.8380E-05
   794      4.9633E-05   1.0439E-06 -5.7523E-08   5.2642E-04 -4.9272E-05
   795      5.0131E-05   1.0648E-06 -5.9156E-08   5.3158E-04 -5.0180E-05
   796      5.0635E-05   1.0862E-06 -6.0834E-08   5.3677E-04 -5.1103E-05
   797      5.1144E-05   1.1079E-06 -6.2557E-08   5.4202E-04 -5.2041E-05
   798      5.1658E-05   1.1301E-06 -6.4326E-08   5.4732E-04 -5.2995E-05
   799      5.2177E-05   1.1528E-06 -6.6143E-08   5.5266E-04 -5.3964E-05
   800      5.2702E-05   1.1759E-06 -6.8009E-08   5.5806E-04 -5.4949E-05
   801      5.3231E-05   1.1994E-06 -6.9924E-08   5.6351E-04 -5.5950E-05
   802      5.3766E-05   1.2234E-06 -7.1891E-08   5.6900E-04 -5.6968E-05
   803      5.4307E-05   1.2479E-06 -7.3910E-08   5.7455E-04 -5.8002E-05
   804      5.4853E-05   1.2729E-06 -7.5982E-08   5.8015E-04 -5.9053E-05
   805      5.5404E-05   1.2984E-06 -7.8110E-08   5.8580E-04 -6.0120E-05
   806      5.5961E-05   1.3244E-06 -8.0293E-08   5.9150E-04 -6.1205E-05
   807      5.6523E-05   1.3509E-06 -8.2534E-08   5.9726E-04 -6.2306E-05
   808      5.7091E-05   1.3779E-06 -8.4834E-08   6.0307E-04 -6.3426E-05
   809      5.7665E-05   1.4055E-06 -8.7195E-08   6.0893E-04 -6.4563E-05
   810      5.8244E-05   1.4336E-06 -8.9617E-08   6.1485E-04 -6.5717E-05
   811      5.8830E-05   1.4623E-06 -9.2102E-08   6.2082E-04 -6.6890E-05
   812      5.9421E-05   1.4915E-06 -9.4652E-08   6.2684E-04 -6.8081E-05
   813      6.0018E-05   1.5213E-06 -9.7268E-08   6.3292E-04 -6.9290E-05
   814      6.0621E-05   1.5518E-06 -9.9951E-08   6.3906E-04 -7.0518E-05
   815      6.1231E-05   1.5828E-06 -1.0270E-07   6.4525E-04 -7.1765E-05
   816      6.1846E-05   1.6144E-06 -1.0553E-07   6.5150E-04 -7.3031E-05
   817      6.2468E-05   1.6467E-06 -1.0842E-07   6.5781E-04 -7.4315E-05
   818      6.3095E-05   1.6796E-06 -1.1139E-07   6.6417E-04 -7.5620E-05
   819      6.3730E-05   1.7131E-06 -1.1444E-07   6.7059E-04 -7.6943E-05
   820      6.4370E-05   1.7473E-06 -1.1756E-07   6.7707E-04 -7.8287E-05
   821      6.5017E-05   1.7822E-06 -1.2076E-07   6.8361E-04 -7.9650E-05
   822      6.5670E-05   1.8178E-06 -1.2404E-07   6.9021E-04 -8.1033E-05
   823      6.6330E-05   1.8541E-06 -1.2741E-07   6.9687E-04 -8.2436E-05
   824      6.6997E-05   1.8911E-06 -1.3086E-07   7.0359E-04 -8.3860E-05
   825      6.7670E-05   1.9289E-06 -1.3439E-07   7.1037E-04 -8.5304E-05
   826      6.8350E-05   1.9674E-06 -1.3801E-07   7.1721E-04 -8.6769E-05
   827      6.9037E-05   2.0066E-06 -1.4173E-07   7.2412E-04 -8.8255E-05
   828      6.9731E-05   2.0467E-06 -1.4553E-07   7.3108E-04 -8.9762E-05
   829      7.0432E-05   2.0875E-06 -1.4943E-07   7.3811E-04 -9.1290E-05
   830      7.1140E-05   2.1291E-06 -1.5342E-07   7.4520E-04 -9.2840E-05
   831      7.1855E-05   2.1716E-06 -1.5751E-07   7.5236E-04 -9.4411E-05
   832      7.2577E-05   2.2149E-06 -1.6170E-07   7.5958E-04 -9.6004E-05
   833      7.3306E-05   2.2590E-06 -1.6599E-07   7.6686E-04 -9.7618E-05
   834      7.4043E-05   2.3040E-06 -1.7039E-07   7.7421E-04 -9.9254E-05
   835      7.4787E-05   2.3499E-06 -1.7489E-07   7.8163E-04 -1.0091E-04
   836      7.5539E-05   2.3968E-06 -1.7950E-07   7.8911E-04 -1.0259E-04
   837      7.6298E-05   2.4445E-06 -1.8422E-07   7.9666E-04 -1.0430E-04
   838      7.7065E-05   2.4932E-06 -1.8905E-07   8.0428E-04 -1.0602E-04
   839      7.7839E-05   2.5429E-06 -1.9400E-07   8.1197E-04 -1.0777E-04
   840      7.8622E-05   2.5935E-06 -1.9906E-07   8.1972E-04 -1.0954E-04
   841      7.9412E-05   2.6451E-06 -2.0425E-07   8.2755E-04 -1.1133E-04
   842      8.0210E-05   2.6978E-06 -2.0955E-07   8.3544E-04 -1.1315E-04
   843      8.1016E-05   2.7515E-06 -2.1498E-07   8.4340E-04 -1.1499E-04
   844      8.1830E-05   2.8062E-06 -2.2053E-07   8.5144E-04 -1.1685E-04
   845      8.2653E-05   2.8620E-06 -2.2621E-07   8.5955E-04 -1.1874E-04
   846      8.3483E-05   2.9190E-06 -2.3203E-07   8.6772E-04 -1.2065E-04
   847      8.4322E-05   2.9770E-06 -2.3797E-07   8.7598E-04 -1.2258E-04
   848      8.5170E-05   3.0362E-06 -2.4405E-07   8.8430E-04 -1.2453E-04
   849      8.6026E-05   3.0966E-06 -2.5027E-07   8.9270E-04 -1.2651E-04
   850      8.6890E-05   3.1582E-06 -2.5664E-07   9.0117E-04 -1.2852E-04
   851      8.7764E-05   3.2209E-06 -2.6314E-07   9.0972E-04 -1.3054E-04
   852      8.8646E-05   3.2849E-06 -2.6979E-07   9.1834E-04 -1.3259E-04
   853      8.9537E-05   3.3502E-06 -2.7659E-07   9.2704E-04 -1.3467E-04
   854      9.0437E-05   3.4168E-06 -2.8354E-07   9.3582E-04 -1.3677E-04
   855      9.1345E-05   3.4846E-06 -2.9065E-07   9.4468E-04 -1.3889E-04
   856      9.2263E-05   3.5538E-06 -2.9791E-07   9.5361E-04 -1.4104E-04
   857      9.3191E-05   3.6244E-06 -3.0533E-07   9.6262E-04 -1.4321E-04
   858      9.4127E-05   3.6964E-06 -3.1291E-07   9.7171E-04 -1.4540E-04
   859      9.5073E-05   3.7698E-06 -3.2066E-07   9.8089E-04 -1.4762E-04
   860      9.6029E-05   3.8446E-06 -3.2858E-07   9.9014E-04 -1.4986E-04
   861      9.6994E-05   3.9209E-06 -3.3667E-07   9.9947E-04 -1.5213E-04
   862      9.7969E-05   3.9987E-06 -3.4493E-07   1.0089E-03 -1.5442E-04
   863      9.8953E-05   4.0780E-06 -3.5337E-07   1.0184E-03 -1.5673E-04
   864      9.9948E-05   4.1589E-06 -3.6199E-07   1.0280E-03 -1.5907E-04
   865      1.0095E-04   4.2414E-06 -3.7079E-07   1.0376E-03 -1.6144E-04
   866      1.0197E-04   4.3255E-06 -3.7978E-07   1.0474E-03 -1.6382E-04
   867      1.0299E-04   4.4113E-06 -3.8895E-07   1.0572E-03 -1.6624E-04
   868      1.0403E-04   4.4988E-06 -3.9832E-07   1.0672E-03 -1.6867E-04
   869      1.0507E-04   4.5880E-06 -4.0789E-07   1.0772E-03 -1.7113E-04
   870      1.0613E-04   4.6789E-06 -4.1765E-07   1.0873E-03 -1.7362E-04
   871      1.0719E-04   4.7716E-06 -4.2761E-07   1.0975E-03 -1.7613E-04
   872      1.0827E-04   4.8662E-06 -4.3779E-07   1.1078E-03 -1.7866E-04
   873      1.0936E-04   4.9626E-06 -4.4817E-07   1.1181E-03 -1.8122E-04
   874      1.1046E-04   5.0609E-06 -4.5876E-07   1.1286E-03 -1.8380E-04
   875      1.1157E-04   5.1612E-06 -4.6957E-07   1.1391E-03 -1.8641E-04
   876      1.1269E-04   5.2634E-06 -4.8059E-07   1.1498E-03 -1.8904E-04
   877      1.1382E-04   5.3677E-06 -4.9184E-07   1.1605E-03 -1.9169E-04
   878      1.1497E-04   5.4739E-06 -5.0332E-07   1.1714E-03 -1.9437E-04
   879      1.1612E-04   5.5823E-06 -5.1503E-07   1.1823E-03 -1.9707E-04
   880      1.1729E-04   5.6928E-06 -5.2697E-07   1.1933E-03 -1.9980E-04
   881      1.1847E-04   5.8055E-06 -5.3915E-07   1.2044E-03 -2.0255E-04
   882      1.1966E-04   5.9204E-06 -5.5157E-07   1.2157E-03 -2.0533E-04
   883      1.2086E-04   6.0376E-06 -5.6424E-07   1.2270E-03 -2.0813E-04
   884      1.2208E-04   6.1571E-06 -5.7716E-07   1.2384E-03 -2.1095E-04
   885      1.2330E-04   6.2789E-06 -5.9033E-07   1.2499E-03 -2.1380E-04
   886      1.2454E-04   6.4031E-06 -6.0376E-07   1.2616E-03 -2.1667E-04
   887      1.2579E-04   6.5298E-06 -6.1745E-07   1.2733E-03 -2.1957E-04
   888      1.2706E-04   6.6590E-06 -6.3141E-07   1.2851E-03 -2.2249E-04
   889      1.2834E-04   6.7907E-06 -6.4565E-07   1.2970E-03 -2.2543E-04
   890      1.2963E-04   6.9250E-06 -6.6015E-07   1.3091E-03 -2.2840E-04
   891      1.3093E-04   7.0619E-06 -6.7494E-07   1.3212E-03 -2.3139E-04
   892      1.3224E-04   7.2015E-06 -6.9002E-07   1.3335E-03 -2.3441E-04
   893      1.3357E-04   7.3439E-06 -7.0538E-07   1.3458E-03 -2.3745E-04
   894      1.3492E-04   7.4891E-06 -7.2105E-07   1.3583E-03 -2.4052E-04
   895      1.3627E-04   7.6372E-06 -7.3701E-07   1.3709E-03 -2.4361E-04
   896      1.3764E-04   7.7881E-06 -7.5328E-07   1.3836E-03 -2.4672E-04
   897      1.3902E-04   7.9420E-06 -7.6985E-07   1.3964E-03 -2.4986E-04
   898      1.4042E-04   8.0990E-06 -7.8675E-07   1.4093E-03 -2.5302E-04
   899      1.4183E-04   8.2590E-06 -8.0397E-07   1.4223E-03 -2.5621E-04
   900      1.4326E-04   8.4222E-06 -8.2151E-07   1.4355E-03 -2.5943E-04
   901      1.4470E-04   8.5886E-06 -8.3939E-07   1.4487E-03 -2.6266E-04
   902      1.4615E-04   8.7583E-06 -8.5761E-07   1.4621E-03 -2.6592E-04
   903      1.4762E-04   8.9313E-06 -8.7617E-07   1.4756E-03 -2.6921E-04
   904      1.4910E-04   9.1078E-06 -8.9509E-07   1.4892E-03 -2.7252E-04
   905      1.5060E-04   9.2877E-06 -9.1436E-07   1.5029E-03 -2.7586E-04
   906      1.5212E-04   9.4711E-06 -9.3400E-07   1.5168E-03 -2.7922E-04
   907      1.5365E-04   9.6582E-06 -9.5401E-07   1.5308E-03 -2.8261E-04
   908      1.5519E-04   9.8489E-06 -9.7440E-07   1.5449E-03 -2.8602E-04
   909      1.5675E-04   1.0043E-05 -9.9517E-07   1.5591E-03 -2.8946E-04
   910      1.5832E-04   1.0242E-05 -1.0163E-06   1.5735E-03 -2.9292E-04
   911      1.5992E-04   1.0444E-05 -1.0379E-06   1.5879E-03 -2.9641E-04
   912      1.6152E-04   1.0650E-05 -1.0599E-06   1.6025E-03 -2.9992E-04
   913      1.6315E-04   1.0860E-05 -1.0823E-06   1.6173E-03 -3.0346E-04
   914      1.6479E-04   1.1075E-05 -1.1051E-06   1.6321E-03 -3.0703E-04
   915      1.6644E-04   1.1293E-05 -1.1283E-06   1.6471E-03 -3.1062E-04
   916      1.6812E-04   1.1516E-05 -1.1520E-06   1.6623E-03 -3.1424E-04
   917      1.6980E-04   1.1744E-05 -1.1761E-06   1.6775E-03 -3.1789E-04
   918      1.7151E-04   1.1975E-05 -1.2007E-06   1.6929E-03 -3.2156E-04
   919      1.7323E-04   1.2212E-05 -1.2258E-06   1.7085E-03 -3.2526E-04
   920      1.7498E-04   1.2453E-05 -1.2513E-06   1.7241E-03 -3.2899E-04
   921      1.7673E-04   1.2698E-05 -1.2773E-06   1.7399E-03 -3.3275E-04
   922      1.7851E-04   1.2949E-05 -1.3038E-06   1.7559E-03 -3.3653E-04
   923      1.8030E-04   1.3205E-05 -1.3308E-06   1.7720E-03 -3.4034E-04
   924      1.8212E-04   1.3465E-05 -1.3583E-06   1.7882E-03 -3.4418E-04
   925      1.8395E-04   1.3731E-05 -1.3863E-06   1.8046E-03 -3.4805E-04
   926      1.8580E-04   1.4002E-05 -1.4149E-06   1.8211E-03 -3.5195E-04
   927      1.8766E-04   1.4278E-05 -1.4440E-06   1.8378E-03 -3.5587E-04
   928      1.8955E-04   1.4560E-05 -1.4737E-06   1.8546E-03 -3.5983E-04
   929      1.9145E-04   1.4847E-05 -1.5039E-06   1.8716E-03 -3.6381E-04
   930      1.9338E-04   1.5140E-05 -1.5347E-06   1.8887E-03 -3.6783E-04
